Marque;Modèle;Prix;Carburant;Chevaux;Type_moteur;Cylindrée;CO2;KM;Année;Transmission;Puissance;Puissance_fiscale
DACIA;Duster;34778;Diesel;115;Blue;1.5;118;26792;2022;Manuelle;84.58250000000001;6.005522222222223
VOLKSWAGEN;T-roc;19499;Diesel;115;TSI;1.0;134;76412;2020;Manuelle;84.58250000000001;6.361077777777778
RENAULT;Clio;23799;Essence;90;dCi;1.5;82;50763;2021;Automatique;66.19500000000001;4.470022222222222
CITROEN;C3;24980;Diesel;83;PureTech;1.2;123;60000;2019;Manuelle;61.0465;5.1751933333333335
PEUGEOT;208;19799;ESSENCE;100;PureTech;1.2;118;20246;2022;MANUELLE;73.55000000000001;5.564222222222223
KIA;Ceed;34778;Diesel;120;T;1.0;118;94736;2019;Automatique;88.26;6.152622222222222
PEUGEOT;208;14799;Essence;100;PureTech;1.2;118;10058;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;16499;Hybride;83;PureTech;1.2;122;16;2023;Automatique;61.0465;5.152971111111111
CITROEN;C3;34778;Essence;110;PureTech;1.2;132;45200;2016;Manuelle;80.905;6.169533333333334
CITROEN;C3;34778;Diesel;83;PureTech;1.2;123;33637;2021;Manuelle;61.0465;5.1751933333333335
PEUGEOT;208;65990;Hybride;100;PureTech;1.2;118;27394;2021;Automatique;73.55000000000001;5.564222222222223
RENAULT;Clio;30990;Essence;90;dCi;1.5;82;10283;2022;Manuelle;66.19500000000001;4.470022222222222
PEUGEOT;3008;26990;Essence;130;BlueHDi;1.5;111;36780;2017;Manuelle;95.61500000000001;6.291266666666667
CITROEN;C3;49999;Diesel;83;PureTech;1.2;123;38802;2019;Automatique;61.0465;5.1751933333333335
RENAULT;Megane estate;18499;Essence;140;TCe;1.3;142;35739;2020;Manuelle;102.97;7.274355555555555
PEUGEOT;2008;46999;Diesel;130;BlueHDi;1.5;125;75368;2020;Manuelle;95.61500000000001;6.602377777777778
FORD;Focus sw;32990;Essence;125;EcoBoost;1.0;97;20406;2022;Manuelle;91.9375;5.833055555555555
PEUGEOT;208;15999;Essence;100;PureTech;1.2;118;14180;2021;Manuelle;73.55000000000001;5.564222222222223
VOLKSWAGEN;T-roc;28799;Diesel;150;TDI;2.0;132;55116;2019;Automatique;110.325;7.346333333333334
SEAT;Ateca;19799;ESSENCE;150;TSI;1.5;151;20246;2022;MANUELLE;110.325;7.768555555555556
CITROEN;C3;12999;Essence;110;PureTech;1.2;132;21940;2023;Manuelle;80.905;6.169533333333334
CITROEN;C3;51999;Diesel;83;PureTech;1.2;123;104835;2020;Automatique;61.0465;5.1751933333333335
FORD;Focus;16979;Essence;125;EcoBoost;1.0;96;31013;2020;Automatique;91.9375;5.810833333333333
CITROEN;C3;19799;HYBRIDE;110;PureTech;1.2;132;43140;2021;AUTOMATIQUE;80.905;6.169533333333334
CITROEN;C3;11999;Essence;83;PureTech;1.2;122;75266;2018;Automatique;61.0465;5.152971111111111
PEUGEOT;208;16988;Essence;100;PureTech;1.2;118;55723;2020;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;19799;HYBRIDE;100;PureTech;1.2;118;43140;2021;AUTOMATIQUE;73.55000000000001;5.564222222222223
PEUGEOT;2008;16799;Essence;100;PureTech;1.2;122;39393;2019;Manuelle;73.55000000000001;5.653111111111112
PEUGEOT;3008;26299;Essence;130;BlueHDi;1.5;111;3702;2023;Manuelle;95.61500000000001;6.291266666666667
PEUGEOT;208;34778;Hybride R;100;PureTech;1.2;118;35494;2020;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;34778;Gpl;110;PureTech;1.2;121;9000;2023;Manuelle;80.905;5.925088888888889
RENAULT;Megane estate;20199;Essence;140;TCe;1.3;142;74098;2017;Manuelle;102.97;7.274355555555555
